Code;Título;Tempo inicial;Tipo;Situação;Link;Vídeo base
av255;PROJETO PINTEREST? Nãaaaoooo pelo amor de GOD!! 😵😫;Áudio;Feed;Enviado;https://drive.google.com/open?id=1XDAzpslDI1Iv8WbikRPK_PS5KViffOVO&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 8 - Como evitar que o cliente descaracterize o projeto?
av256;BUDGET BAIXO X Expectativas ALTAS Como virar o jogo!;Áudio;IGTV;Enviado;https://drive.google.com/open?id=1YR_PwBgBLvTsjbdgn1hDJu-COy6N43CC&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 8 - Como evitar que o cliente descaracterize o projeto?
av257;Esse deve ser o seu ARSENAL na hora de Apresentar o Estudo PRELIMINAR!;Áudio;IGTV;Enviado;https://drive.google.com/open?id=1YrKOVyypbq0sO3jzIq_mMtIA9yOr6cil&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 8 - Como evitar que o cliente descaracterize o projeto?
av258;2 FERRAMENTAS TOPS que vão dar um UP no Processo Criativo do seu projeto do Interiores!;Áudio;Feed;Enviado;https://drive.google.com/open?id=1XD_RGMoF520DsTiSdJtMEV5NVzVjTQI0&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 8 - Como evitar que o cliente descaracterize o projeto?
av259;90% dos Profissionais de Interiores tem seus projetos DESCARACTERIZADOS por causa disso!;Áudio;Feed;Enviado;https://drive.google.com/open?id=1XRbCWO9DwKZmSTKTPtXnqtcuW97cVQN0&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 8 - Como evitar que o cliente descaracterize o projeto?
av260;Invista nesse Diferencial E PARE DE PERDER CLIENTES PARA OUTROS ARQUITETOS;Áudio;IGTV;Enviado;https://drive.google.com/open?id=1Z1cwS0I1IflyLSfazfJd9Y8FfyeaQYkW&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 8 - Como evitar que o cliente descaracterize o projeto?
av261;9 em cada 10 profissionais de interiores tem seus projetos descaracterizados por não fazer isso!;Áudio;IGTV;Enviado;https://drive.google.com/open?id=1ZHR9GQnHRV4wC67VWg2dM572x2efiao-&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 8 - Como evitar que o cliente descaracterize o projeto?
v309;Aumentar o faturamento do seu escritório de interiores depende disso! ;00:00 – 00:17;Reels;Enviado;https://drive.google.com/open?id=14UR-Ft8H1Vx6ar8Bubxn9PJdvcFvrpwk&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
v310;Você acha que vende projeto, mas o que você vende é isso!;02:53 – 03:56;Feed;Enviado;https://drive.google.com/open?id=18X7lU2bFjbJpBT3pgKltCKop6PM_d3AQ&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
v311;SketchUP ou 3D Studio MAX para interiores?!;11:36 – 11:52;Reels;Enviado;https://drive.google.com/open?id=14qXlbG3EkaR90mlARSpsAe8myFTqq82y&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
v312;Não perca tempo no CAD. A não ser nesse momento!;11:52 – 12:29;Feed;Enviado;https://drive.google.com/open?id=18lA-ZjSszxwVaehGOs4oA3tJcDPrlSdl&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
v313;Renderizou o projeto e o cliente pediu para alterar? Eis o que fazemos aqui!;13:10 – 13:34;Reels;Enviado;https://drive.google.com/open?id=1628kVGHQVLWNH9_7qlEodgVFIXpEf115&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
v314;Se você projeta no CAD e depois passa pro 3D é bem provável que já cometeu esse erro!;15:33 – 16:23;Feed;Enviado;https://drive.google.com/open?id=18mzMmB0m5IT3esTORs6YYojmeVREQCT2&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
v315;Definitivamente essa é a melhor forma de gerar o projeto executivo sem retrabalho!;16:47 – 16:58,  19:22 – 19:53;Feed;Enviado;https://drive.google.com/open?id=10IwQYUTpOIhlqtzP0osPdNdUg-w5UFlH&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
v316;Se você projeta assim, dificilmente dará conta de mais clientes, mesmo que tenha equipe! ;17:29 – 18:37;Feed;Enviado;https://drive.google.com/open?id=18n1ENQ5Ezt-oBndst0e6tfsvs5L3fm-z&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
v317;Essas 5 coisas acontecerá na sua vida quando você Projetar assim!;19:55 – 21:44;Feed;Enviado;https://drive.google.com/open?id=10ZVbqeqHpJGi4VySgePQej4cUbihoIrS&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
v318;Seu escritório de interiores NÃO pode depender de você! ;21:44 – 22:12;Reels;Enviado;https://drive.google.com/open?id=176jGT1ibakq85tUS2SpUKxlgAUziQkiW&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
v319;Saia de cima “DESSE” prego, se quiser dar adeus ao Retrabalho na hora de projetar! ;22:44 – 23:50;Feed;Enviado;https://drive.google.com/open?id=18pqTEl9EUJtbj3sI8LKeSVIxOp3stCms&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
v320;A diferença do REVIT X SKETCHUP para interiores!;26:01 – 26:48;Feed;Enviado;https://drive.google.com/open?id=18wQlh4UiSxsWtGt09Sfd4IEd8OnHV8kz&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
v321;Esse é o pulo do gato pra você que quer VELOCIDADE ao PROJETAR!  ;27:57 – 28:42;Feed;Enviado;https://drive.google.com/open?id=199R9xnNhnHQzvrRTQoSyvQfYHj7xm0Kg&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
av309;Aumentar o faturamento do seu escritório de interiores depende disso! ;Áudio;Reels;Enviado;https://drive.google.com/open?id=18N-eCBV03uGU_lVtputLS_0orkzz2vDa&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
av310;Você acha que vende projeto, mas o que você vende é isso!;Áudio;Feed;Enviado;https://drive.google.com/open?id=14o2hyNuiw2clw-TJarH0McIcqsitufDo&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
av311;SketchUP ou 3D Studio MAX para interiores?!;Áudio;Reels;Enviado;https://drive.google.com/open?id=15B4cxzOo6ZeD1hT9xRQHRsTOJ1x8nFf_&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
av312;Não perca tempo no CAD. A não ser nesse momento!;Áudio;Feed;Enviado;https://drive.google.com/open?id=15on_kkBaAV9YBJ7_gMj91JFQ66QFFgP0&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
av313;Renderizou o projeto e o cliente pediu para alterar? Eis o que fazemos aqui!;Áudio;Reels;Enviado;https://drive.google.com/open?id=16DCY0Rj3EB8PBCXzVUZNN45RYC9Jd_-P&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
av314;Se você projeta no CAD e depois passa pro 3D é bem provável que já cometeu esse erro!;Áudio;Feed;Enviado;https://drive.google.com/open?id=16XHNfvrkl4BegodYv12EU-AENML_4n7U&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
av315;Definitivamente essa é a melhor forma de gerar o projeto executivo sem retrabalho!;Áudio;Feed;Enviado;https://drive.google.com/open?id=10YvuW-90AvLOItK9jPaZiwDwrEr33nhy&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
av316;Se você projeta assim, dificilmente dará conta de mais clientes, mesmo que tenha equipe! ;Áudio;Feed;Enviado;https://drive.google.com/open?id=175IPNvSqXaBNHu8o-lMbuIDUck5pQpK6&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
av317;Essas 5 coisas acontecerá na sua vida quando você Projetar assim!;Áudio;Feed;Enviado;https://drive.google.com/open?id=11La4eTYQrDhscX2FnHnvS5SU6bZ4Xb6a&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
av318;Seu escritório de interiores NÃO pode depender de você! ;Áudio;Reels;Enviado;https://drive.google.com/open?id=17BwUKuSGjPQteD8S9Oy54NqT2U0HM-gQ&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
av319;Saia de cima “DESSE” prego, se quiser dar adeus ao Retrabalho na hora de projetar! ;Áudio;Feed;Enviado;https://drive.google.com/open?id=17JIFpSj_MLg8vXJz4aXC-BRhPjnPyYGF&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
av320;A diferença do REVIT X SKETCHUP para interiores!;Áudio;Feed;Enviado;https://drive.google.com/open?id=19uDb4j4Qhv3YawLiNfCRX1XZp_AKMMdp&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
av321;Esse é o pulo do gato pra você que quer VELOCIDADE ao PROJETAR!  ;Áudio;Feed;Enviado;https://drive.google.com/open?id=17xFXlXjANCYJ2O5pbtlpUjJR648Tq5Ha&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 9
v233;Seu escritório de interiores tem esses requisitos de produtividade?;00:57 – 01:19;Reels;Enviado;https://drive.google.com/file/d/1jGWGN_Rt_UTrz2T9A8c7-r8O9jGwvgYU/view?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v234;Os 3 passos para fazer vários projetos de interiores ao mesmo tempo;02:48 – 03:35;Feed;Enviado;https://drive.google.com/drive/folders/1OVE34Kaa0EGU2iEI8t7yFLI3P5Bf61AL?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v235;Sem isso você não consegue ser um profissional de interiores bem sucedido!;03:36 – 03:49;Reels;Enviado;https://drive.google.com/file/d/1FHrnwlf79X4zEkiCY4pqLhZzYhbDrKEZ/view?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v236;Você não trabalha com projetos. Você trabalha com isso!;03:53 – 04:05;Reels;Enviado;https://drive.google.com/file/d/1vjVOvSJ2VS9Y9GPPH0BmhnLZzEYOylsb/view?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v237;Quanto mais clientes você tiver maior será seu faturamento! Correto? Será mesmo? Ouça e descubra;04:31 – 05:33;Feed;Enviado;https://drive.google.com/drive/folders/1OoiP7HcAtM82TvQIDL2-j9in6PQi63Aq?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v238;a pergunta que pode mudar o rumo do seu escritório de interiores!;05:45 – 06:03;Reels;Enviado;https://drive.google.com/file/d/19Xwe2mVepvGKMNdG4NWq6LwiHOOPyrnp/view?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v239;Antes de querer abraçar mais clientes, estruture o seu negócio de interiores dessa forma!;06:16 – 06:40;Feed;Enviado;https://drive.google.com/drive/folders/181NRsIQp4vt6PneTftVctfBfV2QCshOj?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v240;Quer dar conta de mais projetos ao mesmo tempo? Então faça isso!;07:50 – 08:05,  08:11 – 08:26;Feed;Enviado;https://drive.google.com/drive/folders/1OAf_vXn5w7sIZ3TK1ZWuGhrP5iQdB426?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v241;Antes de aprender a captar mais clientes INVISTA NISSO!;08:47 – 09:16;Reels;Enviado;https://drive.google.com/file/d/1Kg8tEx6T-ibrEyORakDr63c1Ac_lsCeA/view?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v242;Se você tem Retrabalho na hora de projetar é isso que irá acontecer com você!;09:15 – 09:49;Reels;Enviado;https://drive.google.com/file/d/1gx4mN-ZUQGauXUIeDFaFxb_5Z8vN9b1H/view?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v288;SE VOCE NÃO APRENDER A VENDER SEU SERVIÇO DE QUE ADIANTA SABER PROJETAR?;09:56 – 10:07;Reels;Enviado;https://drive.google.com/open?id=1Se5k2pJolKc-0V_jUcn7a3_O3b_l8NIh&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v289;FAÇA ESSA CONTINHA E DESCUBRA SE VOCE DÁ CONTA DE PEGAR MAIS PROJETOS POR MÊS!;10:26 – 12:02, 12:30 – 12:49;IGTV;Enviado;https://drive.google.com/open?id=1am9L6i19fMtA81jmZYkPpIPohe9osvTz&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v290;É DISSO QUE VOCE PRECISA PARA FAZER VARIOS PROJETOS AO MESMO TEMPO! ;14:29 – 15:55, 16:19 – 16:33;IGTV;Enviado;https://drive.google.com/open?id=1cpxctR_TGogkMxwhuc59XlRd8I1--122&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v291;COBRE POR PROJETO ASSIM HOJE E DECRETE FALENCIA AMANHA MESMO!;16:33 – 17:02;Feed;Enviado;https://drive.google.com/open?id=1460TMtQ4Qk57txGBaiBccFMfuGWuAxNX&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v292;É assim que se calcula o valor da sua hora!;17:21 – 17:35;Reels;Enviado;https://drive.google.com/open?id=1f3ggRceSIIgiOOS8fkNqJeER4BinihJB&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v293;ESSA É A SOLUÇAO PARA DAR CONTA DE VARIOS PROJETOS AO MESMO TEMPO ;18:47 – 19:12;Reels;Enviado;https://drive.google.com/open?id=1fffghH9f4DZxjgeBj1l9paBosGEO1PtA&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v294;VOCÊ SÓ DARÁ CONTA DE MAIS PROJETOS POR MÊS SE FIZER ISSO!;19:17 – 20:44;IGTV;Enviado;https://drive.google.com/open?id=1g3sLcQLzDgQMHvPGMO4C7zapXUFQpT7e&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v295;ESSE É O JEITO DE FAZER VÁRIOS PROJETOS AO MESMO TEMPO SEM PERDER A QUALIDADE ;21:06 – 21:39;Reels;Enviado;https://drive.google.com/open?id=1hZu0nUZWBkQYBx026q2y-p6jAH1VJu2s&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v296;SE VOCE QUISER PARAR DE PERDER TEMPO NO PROJETO EXECUTIVO. FAÇA ISSO!;21:45 – 22:03;Reels;Enviado;https://drive.google.com/open?id=1iP4faq-_zQ6vzywBcff2ZHE1pQj60PG2&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v297;6 DICAS PARA ARQUITETOS E DESIGNERS QUE QUEREM FAZER VARIOS PROJETOS AO MESMO TEMPO;22:40 – 23:53;Feed;Enviado;https://drive.google.com/open?id=14Bjg1IdqaJDS47hOeSCJf_BXu6DQtZRh&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v298;MAIS CLIENTES DE PROJETO, SEM SABER ISSO PODE SER UM TIRO NO PÉ ;25:36 – 25:50;Reels;Enviado;https://drive.google.com/open?id=1ibA9OpGw0rBjYp8_l2xeQjtlkUJeh1Es&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v299;INVISTA NISSO ANTES DE CAPTAR MAIS CLIENTES;25:59 – 26:20;Reels;Enviado;https://drive.google.com/open?id=1irHLKRT7gjp3P9WDEBsR8Cx1UMVbQZF6&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av233;Seu escritório de interiores tem esses requisitos de produtividade?;Áudio;Reels;Enviado;https://drive.google.com/open?id=17D72xT5-YSEAvKOtsmFo976Sa45jDb7q&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av234;Os 3 passos para fazer vários projetos de interiores ao mesmo tempo;Áudio;Feed;Enviado;https://drive.google.com/file/d/13uirKm5IWtgJHBGvEe0sS7vBOVagCohg/view?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av235;Sem isso você não consegue ser um profissional de interiores bem sucedido!;Áudio;Reels;Enviado;https://drive.google.com/open?id=17Tyiwzl6FMilM_fSislywj1KqWOkbt-E&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av236;Você não trabalha com projetos. Você trabalha com isso!;Áudio;Reels;Enviado;https://drive.google.com/open?id=17Nuh5FFsY_DM-Jy-a0a8meMJc1CCrarN&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av237;Quanto mais clientes você tiver maior será seu faturamento! Correto? Será mesmo? Ouça e descubra;Áudio;Feed;Enviado;https://drive.google.com/file/d/11z-RJkADjBQf0r7Mri6293CrCpozEM6n/view?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av238;a pergunta que pode mudar o rumo do seu escritório de interiores!;Áudio;Reels;Enviado;https://drive.google.com/open?id=16cwC337YgnUDtpj-77KRX-_nz78oS12b&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av239;Antes de querer abraçar mais clientes, estruture o seu negócio de interiores dessa forma!;Áudio;Feed;Enviado;https://drive.google.com/file/d/18t54lPCxn4keXceZCLbvQQvPGBU6UNpB/view?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av240;Quer dar conta de mais projetos ao mesmo tempo? Então faça isso!;Áudio;Feed;Enviado;https://drive.google.com/file/d/19017HcG6T-7txjgUpQ8YJTenXcIJ2_oA/view?usp=sharing;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av241;Antes de aprender a captar mais clientes INVISTA NISSO!;Áudio;Reels;Enviado;https://drive.google.com/open?id=16mENzh0VVkxhZjdn3zJMF3_8SL1JBRKT&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av242;Se você tem Retrabalho na hora de projetar é isso que irá acontecer com você!;Áudio;Reels;Enviado;https://drive.google.com/open?id=16tnAPg5RHJP5Ipxf5cgujA81MwK2Kxj5&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av288;SE VOCE NÃO APRENDER A VENDER SEU SERVIÇO DE QUE ADIANTA SABER PROJETAR?;Áudio;Reels;Enviado;https://drive.google.com/open?id=13Yd1ds4oHSUIqAMV5m3nq4uqZMg4lw4f&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av289;FAÇA ESSA CONTINHA E DESCUBRA SE VOCE DÁ CONTA DE PEGAR MAIS PROJETOS POR MÊS!;Áudio;IGTV;Enviado;https://drive.google.com/open?id=1bcZ8XALkG_nZaFTPUp5MGw87aegcFpGY&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av290;É DISSO QUE VOCE PRECISA PARA FAZER VARIOS PROJETOS AO MESMO TEMPO! ;Áudio;IGTV;Enviado;https://drive.google.com/open?id=1dueiAVg6iENHsbK2bvDIgy2jh3oUE0la&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av291;COBRE POR PROJETO ASSIM HOJE E DECRETE FALENCIA AMANHA MESMO!;Áudio;Feed;Enviado;https://drive.google.com/open?id=1RVH16G68iXy0JVrNI--x57Y-hX2kx9tx&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av292;É assim que se calcula o valor da sua hora!;Áudio;Reels;Enviado;https://drive.google.com/open?id=13Z4g2Bej91XLgrVSVEY0TeNOl_9nyv1U&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av293;ESSA É A SOLUÇAO PARA DAR CONTA DE VARIOS PROJETOS AO MESMO TEMPO ;Áudio;Reels;Enviado;https://drive.google.com/open?id=13bRDaHjF83n8Oh_B2NePtmDnHHsu26ji&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av294;VOCÊ SÓ DARÁ CONTA DE MAIS PROJETOS POR MÊS SE FIZER ISSO!;Áudio;IGTV;Enviado;https://drive.google.com/open?id=1gsmZgrvOJVdjVvrwuZfR5N_jy48EIOse&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av295;ESSE É O JEITO DE FAZER VÁRIOS PROJETOS AO MESMO TEMPO SEM PERDER A QUALIDADE ;Áudio;Reels;Enviado;https://drive.google.com/open?id=13hVe4FSQKm8-TvV5Ct2r2q1cRAxZ17V-&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av296;SE VOCE QUISER PARAR DE PERDER TEMPO NO PROJETO EXECUTIVO. FAÇA ISSO!;Áudio;Reels;Enviado;https://drive.google.com/open?id=13hrnIkZSi70cnuJQBtVDF_n8WOs_NDQk&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av297;6 DICAS PARA ARQUITETOS E DESIGNERS QUE QUEREM FAZER VARIOS PROJETOS AO MESMO TEMPO;Áudio;Feed;Enviado;https://drive.google.com/open?id=1Rzw9hHyvj0xkauhdPuYwYIRoIjlmzWUU&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av298;MAIS CLIENTES DE PROJETO, SEM SABER ISSO PODE SER UM TIRO NO PÉ ;Áudio;Reels;Enviado;https://drive.google.com/open?id=13ppip90FnviHLI6oTI7IHUexWnSBwXiM&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
av299;INVISTA NISSO ANTES DE CAPTAR MAIS CLIENTES;Áudio;Reels;Enviado;https://drive.google.com/open?id=13qERBVAgKefgzsK6llWko5HV2oY3iv5L&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 10 - Como fazer vários projetos ao mesmo tempo, sem perder a qualidade?
v243;Essa é a  maneira correta de inserir Pluggins no SketchUp!;00:43 – 02:16;Feed;Enviado;https://drive.google.com/drive/folders/1lqTyQIcoNWd4DA17X69_9Cn-yYbcP9kc?usp=sharing;Live - Tira Dúvidas_CH062020
v244;Faça isso e  deixe seus arquivos leves evitando travamentos na hora de projetar!;10:08 – 12:06;Feed;Enviado;https://drive.google.com/drive/folders/1-5IeX48NtaIBarwA-q7QAh3WwRakyMfJ?usp=sharing;Live - Tira Dúvidas_CH062020
v245;E assim que se projeta uma casa de 3 pavimentos sem pesar o arquivo!;12:32 – 13:40;Feed;Enviado;https://drive.google.com/drive/folders/1fZ6W4FJX3M5EWJx3kRGWeg3U_ckbXYR5?usp=sharing;Live - Tira Dúvidas_CH062020
v246;É assim que voce insere jardins verticais sem travar o seu computador!;15:36 – 16:49;Feed;Enviado;https://drive.google.com/drive/folders/1zKelbUTjzZvQdd8mtyi64H9Cg0N0-XJu?usp=sharing;Live - Tira Dúvidas_CH062020
v247;Qual é o formato das pranchas do Template CHORA Cad?;19:30 – 20:11;Feed;Enviado;https://drive.google.com/drive/folders/1GcJ87kNQBgf9aTvvTi_xH5uyVDbip28U?usp=sharing;Live - Tira Dúvidas_CH062020
v248;Como trabalhar com várias pessoas ao mesmo tempo no mesmo projeto com o CHORA Cad?;41:38 – 43:04;Feed;Enviado;https://drive.google.com/drive/folders/1_Wkr6oAOUQv5uxDgHzBxohEFCrJtAlMJ?usp=sharing;Live - Tira Dúvidas_CH062020
v322;É ISSO QUE VAI DEIXAR SEU PROJETO EXECUTIVO MAIS LEVE!;15:02 – 15:30;Reels;Enviado;https://drive.google.com/open?id=1Gw1VqnpKq0cjXec07SCuY97HIGKaw7I2&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live - Tira Dúvidas_CH062020
v323;É desse jeito que voce cria tabelas no excel e importa para o Layout! ;21:47 – 22:17,  28:02 – 29:43;IGTV;Enviado;https://drive.google.com/open?id=1Gd4ihb3n1bfvblrnEBr_fXNJ35PC4zXE&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live - Tira Dúvidas_CH062020
v324;É assim que voce trabalha a varias mãos no mesmo modelo usando o CHORA! ;51:57 – 53:25,  44:57 – 45:39;IGTV;Enviado;https://drive.google.com/open?id=1HfPIV8cy2PKXD47KXX6_SNxzXz4FBRhq&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live - Tira Dúvidas_CH062020
v325;É isso que acontece com os outros projetos, após fazer o 1º usando o CHORA !;53:41 – 54:38;Reels;Enviado;https://drive.google.com/open?id=1IsXFdLSCEu3BWZ4pDTkzqbCky1TadrkP&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live - Tira Dúvidas_CH062020
v326;Essa é a melhor maneira de voce começar a projetar usando o CHORA!;59:06 – 59:30;Reels;Enviado;https://drive.google.com/open?id=1J5C7NJ5kmXNWaLL2DbsTbjD3jABalGIN&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live - Tira Dúvidas_CH062020
av244;Faça isso e  deixe seus arquivos leves evitando travamentos na hora de projetar!;Áudio;Feed;Enviado;https://drive.google.com/file/d/1Vdq21w-uxCZzZHnGno_ERk-4QbaeJxAC/view?usp=sharing;Live - Tira Dúvidas_CH062020
av245;E assim que se projeta uma casa de 3 pavimentos sem pesar o arquivo!;Áudio;Feed;Enviado;https://drive.google.com/file/d/192gLq21RpYYEvU5Mg5dU4QZXNrf2KyPg/view?usp=sharing;Live - Tira Dúvidas_CH062020
av246;É assim que voce insere jardins verticais sem travar o seu computador!;Áudio;Feed;Enviado;https://drive.google.com/file/d/1Pty8IjfX9AeGY0529hUQcVM_99YWbLo4/view?usp=sharing;Live - Tira Dúvidas_CH062020
av247;Qual é o formato das pranchas do Template CHORA Cad?;Áudio;Feed;Enviado;https://drive.google.com/file/d/194KBohVV1H61zzGUQEkq5mAopWynQwAi/view?usp=sharing;Live - Tira Dúvidas_CH062020
av248;Como trabalhar com várias pessoas ao mesmo tempo no mesmo projeto com o CHORA Cad?;Áudio;Feed;Enviado;https://drive.google.com/file/d/1rAf8C5tZnT8Gum54dmpyuPsqNC8UCjf5/view?usp=sharing;Live - Tira Dúvidas_CH062020
av322;É ISSO QUE VAI DEIXAR SEU PROJETO EXECUTIVO MAIS LEVE!;Áudio;Reels;Enviado;https://drive.google.com/open?id=1H3IwXMsApe97hxnG76AqaU6bfvMl5fnL&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live - Tira Dúvidas_CH062020
